gene_id E15_cpn E15_corticothal E15_subcereb E16_cpn E16_corticothal E16_subcereb E18_cpn E18_corticothal E18_subcereb P1_cpn P1_corticothal P1_subcereb
Cacng3 2.14089 0.264027 0.121215 0.477934 0.673571 0.272214 0.882697 1.17809 1.2443 0.832239 2.33372 1.62229
Cacng4 71.7482 81.5275 72.4705 85.8567 74.1611 91.6753 88.8438 63.3054 90.8094 83.2996 53.985 79.5236
Cacng5 0.197887 0.249034 0.0659419 0.527185 0.369974 0.207106 0.991325 0.51174 0.518705 1.5143 1.20306 0.888398
Cacng6 0.0175585 0.0871169 0.0199521 0.0185196 0 0 0.0212706 0.0165259 0.0187661 0.354369 0.141873 0.327044
Cacng7 60.1292 89.522 81.7106 58.1035 79.0944 78.5613 51.027 71.1393 58.4468 57.5539 84.198 70.6545
Cacng8 15.8431 30.2639 27.8336 15.9467 30.1731 20.0854 18.9243 32.259 23.9187 19.6512 38.1804 40.772
Cacybp 73.4544 44.4561 56.1299 58.0035 44.9355 57.1881 49.1331 44.8892 62.5236 60.7997 74.1282 84.5711
Cad 13.9615 9.31512 14.5584 11.8396 9.38035 14.3341 12.2534 9.0402 14.9765 9.63392 7.01495 11.1503
Cadm1 30.0595 148.034 117.615 50.9483 163.442 138.814 34.2666 91.5514 66.5218 36.2087 92.9484 74.0153
Cadm2 7.69188 10.9923 2.62326 21.4167 21.5728 8.89926 34.0311 41.6588 20.9913 58.8216 57.9146 46.5934
Cadm3 51.2505 89.4101 56.4659 73.3413 101.426 76.8163 141.058 125.052 129.978 261.679 175.985 213.405
Cadm4 205.53 196.159 190.317 196.199 207.914 197.733 207.439 269.495 223.818 358.969 491.166 407.785
Cadps 11.9217 33.3421 42.6064 6.21732 35.2633 40.5843 19.631 31.4439 38.5943 23.7289 31.6408 39.2431
Cadps2 0.268667 0.315243 0.0778613 0.512275 0.606004 1.44578 4.40326 0.780105 10.5161 13.5283 1.66841 11.0988
Cage1 0.273192 0.600949 0.437363 0.757042 1.17778 0.824062 0.676043 0.811082 0.652123 0.165481 0.186712 0.336206
Calb1 0.0889732 0.0647857 0.0234179 0.0293436 0.163579 0.148747 0.114043 0.198568 1.39627 0.321701 0.287335 4.46814
Calb2 0.101098 0.262437 0.0980043 0.989042 0.376811 0.376851 1.37372 0.433972 0.224674 1.42816 0.431547 0.36877
Calca 0 0 0 0.0160309 0 0 0.036456 0.193634 0.0609475 0 0.398472 0.0709264
Calcb 0 0.0138101 0 0 0.0163595 0 0 0.0657741 0 0.034534 0.117759 0.0322363
Calcoco1 47.8553 54.2347 58.6071 47.5472 53.39 35.7143 36.1416 45.3911 22.9834 19.6874 25.5848 15.0222
Calcoco2 0 0 0.0176202 0.00813457 0.0258807 0.0171423 0.00935336 0.0468569 0.00842749 0 0.010911 0.00919568
Calcr 0.00649236 0.00329213 0.00401871 0.0102137 0.0177876 0.00685243 0 0.0069618 0.0104406 0.00539021 0.00362133 0.00438698
Calcrl 0.012915 0.0170894 0.0285683 0.0347167 0.0216234 0.0467337 0.0788534 0.0702926 0.361653 0.124789 0.170347 0.202543
Cald1 3.64918 4.09563 2.84424 2.5173 2.85669 0.929887 3.10788 1.8298 1.47937 1.14889 0.46153 0.849443
Calhm1 0 0 0.0278676 0 0 0 0 0 0 0 0 0
Calhm2 0.421917 0.261169 0.382488 0.365362 0.287036 0.280315 0.343887 0.270968 0.246826 0.253491 0.270817 0.25827
Calm1 134.861 104.076 104.744 138.298 113.795 135.614 208.645 178.601 219.386 373.72 352.558 358.48
Calm2 482.176 641.609 608.13 426.343 651.294 598.296 495.829 861.657 804.011 831.565 1547.38 1381.24
Calm3 183.124 214.442 198.357 200.237 212.987 285.201 275.313 266.913 449.089 413.519 412.485 674.451
Calm4 0 0 0 0 0 0 0 0 0 0 0 0
Calm5 0.0319655 0 0 0 0 0 0 0.0268135 0 0 0 0
Calml3 0 0 0 0 0 0 0 0 0 0 0 0
Calml4 0.0540649 0.162021 0.138826 0.0759182 0.0964555 0.0721242 0.105461 0.0658957 0.0525508 0.172952 0.0951922 0
Caln1 0.234652 12.0385 0.800294 5.43496 16.2349 3.90127 17.704 16.3701 13.9657 29.2175 21.805 18.3756
Calr 194.865 107.153 172.808 183.543 115.001 216.772 200.432 168.104 239.171 298.832 275.687 399.776
Calr3 0.285434 0.154905 0.295393 0.184541 0.214223 0.288793 0.205305 0.224063 0.367843 0.288657 0.292593 0.272411
Calr4 0.0149755 0.00760383 0.00852025 0 0 0.015798 0.00888079 0 0 0.00950903 0 0
Calu 31.7328 32.4932 32.2736 31.0147 34.4173 38.5103 29.6651 34.4162 37.3654 38.4059 44.67 52.752
Caly 7.14949 34.7927 18.1717 15.9702 50.9532 33.9029 42.7588 84.0134 60.1177 95.4603 182.438 147.433
Camk1 17.976 17.4885 11.4426 28.7229 23.392 10.6045 41.5301 34.5036 13.9171 57.2331 52.4457 14.164
Camk1d 6.5174 5.28028 10.9834 8.74981 5.28745 6.81892 7.45637 5.5794 6.70192 8.73085 9.88967 7.59833
Camk1g 19.2109 41.2645 31.798 19.9755 43.3969 25.2551 20.7947 38.6084 19.5747 18.3872 22.7775 17.0149
Camk2a 1.02546 3.09099 2.36013 2.5161 5.82589 8.81031 4.20028 13.7424 11.2409 9.69239 16.8918 14.0525
Camk2b 102.803 174.034 127.998 211.203 276.439 262.995 265.907 301.479 279.115 310.628 350.893 370.133
Camk2d 0.243923 0.236532 0.0706709 0.334275 0.345368 0.149848 0.324084 0.408776 0.825153 0.44641 1.99127 1.89637
Camk2g 42.7712 39.2428 41.8368 42.9993 38.4868 45.1198 45.8782 37.9894 38.2699 53.2959 51.0127 50.9567
Camk2n1 3.87485 26.3571 18.5607 4.15732 28.4513 14.8086 6.59791 37.5356 16.2191 13.1929 49.8403 24.9096
Camk2n2 42.7283 37.321 20.2653 44.3278 28.6551 9.41274 61.0939 39.9644 10.6975 85.6771 75.8316 12.8646
Camk4 3.67471 5.17744 11.1456 3.45112 6.43286 7.70047 4.29245 9.74903 8.67476 8.75195 28.9271 12.6302
Camkk1 13.9998 11.2814 12.5555 14.938 12.1165 15.4263 18.7865 14.6456 18.4108 17.5029 13.5141 15.5869
Camkk2 23.4737 23.0599 27.898 30.9867 19.9451 41.0749 35.9806 18.7623 46.9818 36.6331 16.6755 45.0102
Camkv 51.0329 221.663 128.311 107.792 291.817 242.14 179.06 330.837 280.612 267.748 368.954 374.335
Caml 34.7569 34.1785 34.6496 29.5992 32.2219 37.63 29.6532 31.3941 38.0043 29.9653 35.0379 54.3013
Camp 0 0.0587279 0 0 0 0.0584899 0.0908711 0.0510855 0.0269307 0 0 0
Camsap1 70.4609 70.0953 69.6887 67.3503 61.2521 66.1434 54.9927 51.0196 57.7186 50.7563 44.8473 46.943
Camsap1l1 52.3441 54.5309 51.3942 49.7561 47.9267 42.5983 45.094 43.1537 40.095 40.2497 38.0455 34.8037
Camta1 54.6923 35.3041 35.4156 52.9447 36.5291 26.7299 44.3337 34.6897 28.9289 36.1165 29.2117 31.0629
Camta2 19.0404 18.7291 20.3963 16.162 18.4309 15.6326 18.601 21.5372 17.637 23.6133 25.3888 18.8398
Cand1 27.8434 24.3397 26.5322 26.5839 23.7594 26.3696 26.1248 22.1462 26.8858 22.1762 21.1371 24.447
Cand2 6.98754 7.80944 8.31013 5.46247 6.08604 4.9026 4.45141 4.8443 3.98719 2.45108 2.23079 1.74937
Cant1 26.5804 24.593 26.4544 23.3412 21.5546 25.3855 21.8729 20.0723 25.8221 23.1552 21.8254 30.3887
Canx 58.9821 39.0248 44.8158 66.4098 42.8817 69.6423 70.1667 52.8312 84.6974 94.5693 71.9302 120.09
Cap1 78.9471 108.889 74.6316 69.2558 92.4483 83.0922 70.5095 85.3349 80.2707 67.5654 83.7707 77.531
Cap2 8.06128 6.09764 4.63753 3.86175 3.27918 2.70703 4.50495 3.78063 5.62429 5.10541 3.44183 8.82384
Caper 51.6192 39.2869 42.5084 43.2811 50.1611 36.0162 41.9696 37.4893 22.5186 49.8538 40.722 20.0159
Capg 0.0457865 0.0425566 0.075794 0.133386 0.0630297 0.0110341 0.0377204 0.0225681 0.0453721 0.0440062 0.0761181 0.0514263
Capn1 0.283605 0.491552 0.354296 0.724776 1.1559 1.48198 2.54543 2.67259 4.4534 6.05922 4.72708 6.76153
Capn10 21.9489 16.2995 18.7722 19.9616 16.0728 21.6694 19.1551 16.5496 20.4369 17.5087 15.701 15.2412
Capn11 0.110912 0.299198 0.177448 0.0988666 0.15549 0.104302 0.101386 0.098785 0.0529158 0.173692 0.091373 0.0544056
Capn12 0.020672 0.0404465 0.0870752 0.0425742 0.026948 0.0267817 0.0434674 0.0720481 0.0432153 0.0795383 0.192334 0.150133
Capn13 0 0 0 0 0.00529449 0 0.0106269 0 0 0.0606344 0.00620821 0
Capn2 20.257 27.2701 22.5006 23.869 30.7549 33.6859 26.4916 34.5672 39.1016 33.2648 44.5086 47.3895
Capn3 0.532739 1.01808 0.469467 0.527537 0.775176 0.248764 0.756767 0.743172 0.393527 0.808428 0.978936 0.589636
Capn5 9.67458 16.7623 13.0486 14.3848 19.1201 15.583 19.1374 19.9485 22.8693 20.6271 21.7983 26.7437
Capn6 1.40111 1.45426 1.43503 1.69775 1.72 1.80526 1.78319 1.88551 1.43842 1.84047 2.34527 1.09836
Capn7 23.0779 23.2424 22.6042 24.0689 21.0405 25.1619 25.2941 20.8627 29.1386 22.1778 17.118 22.169
Capn8 0 0.0111384 0.00592469 0 0.00575207 0.00504674 0 0.0051343 0 0.00606932 0.00533383 0
Capn9 0.0105528 0.0100742 0.0118004 0.00527454 0.0106167 0.0219781 0 0.0140187 0.0214814 0.0373372 0.0236066 0.132962
Capns1 63.1897 70.9075 72.2175 58.1407 71.8695 83.6946 61.5478 76.8844 92.0242 69.5396 96.7209 116.136
Capns2 0.174852 0.466896 0.402588 0.175264 0.559904 0.407733 0.229284 0.490231 0.479255 0.0858676 0.199075 0.159349
Caprin1 165.548 122.388 129.78 159.085 115.962 135.17 138.383 104.256 125.315 117.205 86.7414 115.496
Caprin2 6.95326 6.41621 8.34576 5.90626 6.61051 4.78044 4.06243 5.4481 3.8207 3.12235 3.59922 3.48321
Caps2 0.346347 0.58652 0.519173 0.665375 1.04859 0.803931 0.608234 1.09993 0.666502 0.852168 1.50306 0.648074
Capsl 0 0 0 0 0.0148231 0 0 0.0260812 0 0 0.0308437 0.0987104
Capza1 32.4007 25.1638 26.2686 28.0177 22.7887 23.2674 24.085 22.7012 23.7531 22.7093 23.9814 23.4853
Capza2 55.7977 47.2217 48.1988 69.672 52.1191 73.0538 72.9805 60.9058 75.1378 89.1464 81.7985 87.7344
Capza3 0.0110632 0 0 0 0 0 0 0 0 0 0 0
Capzb 62.3879 47.816 49.8359 60.3179 47.3198 61.1854 64.3419 54.4064 77.4106 83.6871 87.4142 108.434
Car1 0 0 0 0 0 0 0 0 0 0 0.0235891 0
Car10 0.0360547 0.0171662 0 0.0226671 0.0868011 0.0121939 0.110203 0.188877 0.0304327 0.375507 0.987877 0.03522
Car11 19.8851 41.4195 34.9354 22.8045 45.2545 40.1464 35.3732 63.7745 58.6849 61.7702 83.1127 90.6469
Car12 0.51918 0.802435 4.47001 0.330726 1.50603 2.0934 0.200561 0.519106 0.964694 0.154411 0.240464 0.691012
Car13 0.0825193 0.103136 0.0551434 0.0744603 0.051831 0.0456382 0.036371 0.0440028 0.0269368 0.0275414 0.0284041 0.006806
Car14 1.49506 1.67735 1.16365 1.0643 1.03253 0.712255 0.992407 0.934126 0.765178 1.19266 1.39097 0.969444
Car15 6.68809 6.44059 6.89608 6.43074 4.60241 5.01485 6.66016 3.87779 4.2879 5.19863 2.25726 3.034
Car2 0.298917 0.196578 0.119774 0.196244 0.243453 0.0586419 0.317883 0.476295 0.142028 0.285984 0.80933 0.0751173
Car3 0.0584451 0.0117673 0 0.0669745 0.0561131 0 0.0842941 0.197553 0.0257874 0.236515 0.302894 0.0629642
Car4 0.0522641 0.0414535 0.0334116 0.0302041 0.0673671 0 0.205856 0.154742 0.0202675 0.207185 0.183987 0.124128
Car5a 0.118037 0.0672437 0.036369 0.0212509 0.0107456 0.031782 0.0359713 0.0189118 0 0.042239 0.0648323 0.0271444
Car5b 0.0519105 0.0614882 0.0537218 0.0518515 0.04324 0.0254891 0.047119 0.0575199 0.122589 0.139749 0.0815941 0.15099
Car6 0.0179056 0.0208614 0.0111088 0.00952145 0 0.02076 0.0216382 0.0264959 0 0.0297701 0.0199517 0
Car7 0.651284 0.877124 0.778983 0.463472 0.613449 0.740126 0.738926 0.704387 0.869265 1.31289 1.45637 1.6524
Car8 0.0443986 0.101139 0.35418 0.0569957 0.300559 0.283907 0.120354 0.360265 0.7363 0.125224 0.416743 0.873812
Car9 0.0143532 0 0.0081666 0.0151677 0 0.0234597 0.0358113 0 0.00764911 0.0314653 0.0101143 0
Card10 0.123448 0.234622 0.150444 0.136071 0.254979 0.0937978 0.218724 0.438303 0.159198 0.23163 0.724698 0.157328
Card11 0 0.00526696 0 0.0507579 0 0 0 0.0411062 0 0.0439853 0.115625 0
Card14 0.00624385 0 0 7.17382e-07 0 7.06807e-07 1.70063e-06 0.0130201 7.45375e-07 2.11593e-06 1.82093e-06 1.64658e-06
Card6 0.0399551 0.0679007 0.0920708 0.0853643 0.0534988 0.0496983 0.0412914 0.0603799 0.065814 0.0143891 0.00967257 0.0241507
Card9 0.0902902 0.135675 0.16404 0.23647 0.0577436 0.0667209 0.141962 0.0370489 0.0241459 0.165207 0.0480824 0.0365937
Carf 1.79106 2.2823 2.65779 2.26062 3.21151 2.49748 2.46091 3.305 2.9093 2.30529 2.91481 2.67219
Carhsp1 21.8856 42.7769 24.4333 37.4048 40.3562 36.9181 49.7679 40.3152 50.1343 34.1063 26.6381 33.86
Carkd 32.0819 27.2183 29.9488 30.4513 28.5266 31.9917 29.4352 29.139 26.5728 37.5234 38.0992 32.8879
Carm1 31.0092 26.5309 30.0309 29.8047 27.02 34.9246 27.2817 24.7986 31.1192 26.0895 24.3531 27.1792
Carns1 1.47564 1.12565 1.53194 0.928355 0.788414 0.839202 1.02735 0.988807 0.993277 1.03055 1.06145 1.05207
Cars 21.2154 23.523 22.0223 22.3362 25.4304 32.9154 24.6532 30.0536 38.9405 36.2359 44.0857 52.6927
Cars2 15.77 16.4493 18.223 14.4092 17.1145 17.1949 14.659 14.91 14.5996 12.159 11.7121 12.4833
Cartpt 0.0161756 0 0 0.0333259 0 0.0921794 0.114599 0.0327414 1.25671 0.0681238 0.0539997 6.39511
Casc1 0.18197 0.198341 0.171741 0.131602 0.108594 0.137616 0.145605 0.0608941 0.0932213 0.092408 0.071543 0.0830149
Casc3 54.4236 50.7415 55.9656 50.338 44.7891 52.0839 43.6829 40.4886 39.8233 42.4198 43.1079 39.1293
Casc4 21.4995 21.1543 20.088 22.4134 23.9168 24.3996 22.6074 26.0879 28.3752 31.5272 31.5766 44.9033
Casc5 0.0938284 0.221627 0.0900443 0.121018 0.141885 0.0345529 0.0343561 0.0592302 0.0366842 0.0227836 0.027329 0.0226922
Casd1 11.9698 17.9353 15.9214 12.1644 19.5575 16.1852 13.3659 19.5343 18.1549 17.552 23.6358 23.941
Cask 31.8266 87.8702 53.5517 30.8015 76.1204 42.6181 31.7048 54.495 39.4165 31.9072 43.6143 37.2196
Caskin1 18.3763 24.1049 19.1627 21.5636 25.1956 23.1047 25.7741 25.8056 27.2118 28.2512 30.1502 28.1994
Caskin2 1.23161 2.18549 2.32317 0.640493 1.36438 0.599195 0.710753 1.14498 0.241319 1.0473 0.600234 0.0398122
Casp1 0.0779312 0 0.00991221 0.160842 0 0.00926329 0.181137 0.0311663 0.0344359 0.251497 0.0201667 0.0742755
Casp11 0 0 0 0 0 0 0 0 0 0 0 0
Casp12 0 0 0 0 0 0 0 0 0 0.0144835 0 0
Casp14 0 0 0.0112959 0 0 0 0 0 0.00539537 0 0 0.00589334
Casp2 28.3812 24.0393 23.4812 25.1206 21.049 15.6371 23.0791 19.8707 10.5649 20.1629 15.2637 6.73735
Casp3 95.0997 122.937 112.123 105.327 122.168 120.041 120.532 114.143 136.083 124.534 114.12 154.294
Casp4 0 0 0 0.022366 0 0 0 0 0.00926014 0 0 0
Casp6 6.1328 6.8439 6.48049 5.72273 5.69648 3.23026 5.28328 5.06853 2.41808 3.99172 3.06236 1.54121
Casp7 0.831676 1.01448 0.772573 1.07872 1.02893 1.65277 2.49335 2.0645 2.89348 5.47618 5.43056 5.73089
Casp8 0.0596052 0.0575243 0.0421686 0.255204 0.0600767 0.010092 0.153342 0.0751871 0.0513613 0.143995 0.0265465 0.0170397
Casp8ap2 8.92597 8.62663 9.27356 7.18584 6.96128 6.73367 5.68288 5.49325 5.00346 3.38875 3.17392 2.5975
Casp9 13.6724 17.1758 18.0172 11.5712 14.6006 16.8882 11.9201 14.4334 17.4856 13.6853 14.1767 16.3878
Casq1 0.169686 0.328458 0.125763 0.37263 0.276018 0.124364 0.0839359 0.125967 0.126798 0.275807 0.153472 0.0996973
Casq2 0 0.00948625 0 0 0.00999786 0 0.00564228 0.00941862 0.0203551 0 0.0104271 0.00555251
Casr 0 0 0.00320806 0 0 0.00273586 0.00312659 0.0314474 0.0166717 0 0.0301457 0.00971516
Casr-rs4 0 0 0 0 0 0 0 0 0 0 0 0
Cass4 0.00300914 0.113272 0.138118 0.0177199 0.0960941 0.142063 0.0221468 0.0862929 0.375823 0.0614992 0.0445546 0.407744
Cast 0.09697 0.225888 0.0948115 0.195369 0.296178 0.642805 0.397706 0.529495 2.15148 0.466737 0.739685 2.92257
Casz1 0.0537102 0.0550493 0.0289751 0.205703 0.122617 0.0997473 0.162793 0.129961 0.0908623 0.232748 0.317923 0.210271
Cat 18.4051 11.9475 9.57111 19.5619 10.1448 6.67518 23.7289 19.3653 12.169 24.9831 18.4378 8.03941
Catsper1 0 0 0 0 0 0 0 0 0 0 0 0.00766385
Catsper2 6.48403 6.1161 7.93391 5.99829 6.65781 6.49514 5.34707 6.33621 5.65136 4.81489 4.13165 4.36795
Catsper3 0.0235279 0.0656052 0.0129839 0.0333789 0.0226563 0.0231543 0.0816653 0.106644 0.0521449 0.0867565 0.0461777 0.176226
Catsper4 0 0 0.00912564 0 0.00857811 0.00846008 0.0192018 0 0.0165528 0 0.0113016 0.0108368
Catsperb 0 0 0 0 0 0 0 0 0 0 0 0
Catsperg1 0.594397 0.628329 0.279859 1.91609 1.66209 1.35039 3.10251 2.99823 1.53679 2.04541 1.61761 1.07922
Catsperg2 0.133873 0.131371 0.123399 0.198996 0.233801 0.150074 0.582619 0.604572 0.348015 0.364203 0.288463 0.18223
Cav1 0.222788 9.27786 0.535543 7.35093 4.07629 1.75782 16.3431 4.68792 0.832149 24.386 8.12424 0.805951
Cav2 0.109452 0.989702 0.158558 0.557838 1.14386 0.212247 1.18858 2.14914 0.530872 3.42309 5.88695 1.06939
Cav3 0 0 0 0 0 0 0 0 0 0.0181016 0 0
Cbara1 14.5232 16.8801 18.6357 11.7226 15.397 15.9457 14.4349 17.3404 19.1382 19.2607 21.679 23.8228
Cbfa2t2 22.0342 24.2646 22.1375 21.8967 20.9361 12.7561 18.6951 14.8479 10.5569 13.9072 9.35599 7.55391
Cbfa2t3 7.54052 4.27143 5.82459 2.56062 3.9156 2.82587 2.34618 4.00303 1.99944 1.72537 2.4071 1.29459
Cbfb 20.264 24.5607 26.3809 20.4976 22.115 27.0335 17.0509 18.4255 20.0803 13.8183 16.4314 12.3625
Cbl 6.17205 5.2398 5.10036 7.92539 6.25284 5.71365 5.24767 3.74059 4.90537 2.49593 2.00553 1.72323
Cblb 21.3871 97.8618 50.7646 17.9573 58.6073 18.0655 14.4274 44.543 14.4574 12.2355 30.9911 9.48752
Cblc 3.43535e-24 0.144639 0.013902 0.0519044 0.0670434 0.0810856 0.087342 0.153642 0.181237 0.115409 0.116516 0.0679036
Cbll1 12.831 11.5615 10.9619 11.9701 11.3942 11.2815 11.2815 10.3665 10.5518 12.341 11.0075 10.2467
Cbln1 12.1327 14.0592 14.4994 16.4094 12.6928 13.4775 32.851 13.609 13.1746 42.1423 12.7733 16.1999
Cbln2 0.271996 0.123393 0.0539955 1.65131 0.337663 0.288454 2.19198 0.477021 0.865252 1.34866 0.306905 0.582681
Cbln3 0.158624 0.231332 0.193029 0.178829 0.224481 0.16612 0.28162 0.293062 0.235121 0.345895 0.397873 0.341857
Cbln4 0.00407724 0.00827251 0.0573328 0.0471605 0.202715 0.00430292 0.0245182 0.0191915 0 0.0326378 0.052691 0.06763
Cbr1 41.022 44.8462 42.0851 41.1801 46.468 43.0416 39.9006 51.296 40.1861 44.1179 64.1744 50.8989
Cbr2 0 0 0 0.0134436 0 0 0 0 0 0 0 0
Cbr3 0.0457849 0.025111 0.0256322 0.0454609 0.0245005 0.0363509 0.0513567 0.0942234 0.0459755 0.140148 0.193385 0.122191
Cbr4 4.9081 3.88599 5.37947 4.53085 3.99438 4.48946 3.50747 4.23456 5.17289 2.76761 3.28568 5.24194
Cbs 0.312904 0.247191 0.165734 0.592997 0.497809 0.0984185 1.36198 1.2416 0.191875 3.78426 2.73213 0.283794
Cbwd1 4.72708 4.41809 4.82994 3.91673 4.40722 4.02549 3.608 4.51951 4.45218 1.30696 1.78528 2.12943
Cbx1 39.9754 39.8824 38.9504 40.9067 42.2436 36.3285 35.5676 38.825 30.1887 28.2429 31.4652 24.3529
Cbx2 13.0029 19.3666 21.9475 9.44701 12.0682 10.888 7.60798 10.7398 6.6743 5.28037 6.12367 3.37832
Cbx3 161.982 118.421 125.156 136.259 108.274 112.386 116.109 107.723 100.219 118.876 116.995 102.196
Cbx4 10.1807 12.6047 13.6802 8.03772 9.92392 9.25003 7.68154 8.96406 7.14502 8.45027 10.0526 7.0016
Cbx5 47.9536 40.1869 43.1577 42.1087 31.6729 29.2588 34.4884 28.7034 27.5532 36.2072 32.849 25.5186
Cbx6 24.9418 28.2672 31.6229 21.1864 22.4619 19.5466 21.2053 19.2617 19.3919 15.0392 12.6642 13.7591
Cbx7 1.25947 1.34273 2.2702 1.61845 2.13012 1.66179 1.85181 2.18893 1.72616 2.03725 1.4614 1.19849
Cbx8 10.0937 11.3585 14.8684 7.88596 9.46429 9.7801 6.54085 7.94005 6.41702 6.34829 7.92016 6.09534
Cby1 24.8258 30.4669 32.2556 22.2896 27.8237 30.3956 22.8448 31.7073 29.725 27.462 35.1104 33.2298
Cby3 0.0404205 0.0471664 0 0.0428917 0.0460275 0 0 0.122922 0.0653238 0.21993 0.0568237 0.153857
Cc2d1a 18.91 22.0071 20.6011 21.2169 23.8584 26.4455 24.5011 27.2572 31.3903 26.3237 29.1289 35.7323
Cc2d1b 18.0822 16.4904 18.9977 16.3543 15.6441 19.0346 13.1896 14.5987 14.5578 12.8192 14.7499 13.5192
Cc2d2a 4.73325 7.52664 7.67599 5.84599 8.88134 4.94008 4.62615 7.35798 4.64677 3.46992 4.7808 2.39759
Ccar1 49.4584 39.0047 42.5524 47.858 38.4731 34.8976 37.9172 34.894 27.5013 32.6373 35.392 28.0119
Ccbe1 7.7952 2.76918 6.69778 23.3719 3.25255 9.9194 32.1135 3.44853 15.8485 26.7644 1.3308 13.3922
Ccbl1 10.6066 10.2161 12.3792 9.61788 11.0402 9.6571 8.774 10.3468 7.64459 7.96108 9.90317 7.35107
Ccbl2 0.591987 0.365696 0.97391 0.370959 0.325797 0.732932 0.383401 0.285676 1.01321 0.384887 0.318081 0.736111
Ccbp2 0.0729824 0.113834 0.108856 0.0477557 0.140307 0.0721972 0.0666675 0.143678 0.123459 0.0335747 0.102163 0.123986
Cccap 6.22401e-08 6.75005e-08 5.68987e-08 7.62098e-08 4.2645e-08 4.58871e-08 5.38013e-08 5.482e-08 4.51721e-08 7.73391e-08 6.8162e-08 3.80062e-08
Ccdc101 13.105 8.49812 9.7214 13.8862 9.7753 12.1139 13.3172 11.9264 12.6572 16.2069 17.3972 16.4837
Ccdc102a 0.204811 0.154802 0.0659472 1.46144 0.139008 0.148345 4.29709 0.209298 0.661129 6.46106 0.253433 0.628646
Ccdc103 0.145646 0.173355 0.182969 0.125247 0.163648 0.193623 0.25121 0.178706 0.255428 0.187147 0.315234 0.282989
Ccdc104 17.9509 27.0375 25.1974 17.7182 25.394 26.8876 17.563 25.8805 30.5694 23.4697 35.8436 40.0059
Ccdc105 0.0156017 0.0463652 0.0250732 0.022103 0.0472559 0.046032 0.0249613 0.047525 0.0592476 0.00880031 0.05044 0.0703861
Ccdc106 15.6125 18.8215 19.8223 19.6412 21.8846 25.6453 20.6214 24.5671 23.4492 18.3488 20.9876 22.5767
Ccdc107 14.0281 15.2419 17.8968 14.5308 16.2623 22.4969 17.1096 18.2078 25.9607 26.6091 32.8306 44.4017
Ccdc108 0.037568 0.0906215 0.0361206 0.0517082 0.0576307 0.0577563 0.0928912 0.0766992 0.192371 0.111654 0.153566 0.573474
Ccdc109a 4.2287 6.27463 6.8509 4.81734 4.80977 7.63193 7.18828 5.14266 9.35596 10.741 6.36329 10.3886
Ccdc109b 0.313339 0.291994 0.243745 0.612385 0.554911 1.16453 1.37698 0.622988 2.54002 1.96043 1.31464 4.6992
Ccdc11 0.321517 0.366771 0.282127 0.438898 0.367154 0.345841 0.41486 0.347238 0.170368 0.347595 0.373885 0.134294
Ccdc110 0.0191096 0.0787037 0.0352206 0.0183189 0.114914 0.140783 0.0208004 0.175293 0.145661 0.0511535 0.412181 0.232937
Ccdc111 3.27409 4.14373 4.85765 4.00059 4.86787 3.977 3.87817 4.19802 2.86127 1.85949 1.7499 1.74487
Ccdc112 8.70124 9.96663 8.49936 12.9529 13.3023 12.3195 15.0465 14.6365 13.326 13.3604 13.2014 11.9153
Ccdc113 0.0621759 0.052462 0.012106 0.0308842 0.0795826 0.0966644 0.0934208 0.0669206 0.440201 0.208848 0.204823 0.414528
Ccdc114 1.01469 1.60202 1.82169 0.8581 1.45835 1.2724 0.992471 1.36191 1.03361 0.727865 0.759061 0.656026
Ccdc115 10.0672 10.9135 10.3923 10.9827 10.9425 14.2211 12.3772 14.0335 16.5931 13.3222 14.7941 17.2243
Ccdc116 0.967326 1.04358 1.04835 1.58532 1.20746 3.91218 2.32394 1.90954 4.99129 3.40397 2.18946 5.86326
Ccdc117 9.04931 10.3302 9.46845 8.40286 8.30543 7.06657 7.88271 7.47393 5.85318 6.7192 6.13544 3.46984
Ccdc12 27.4554 22.6316 22.8468 23.2231 21.9772 22.8272 23.9962 25.1859 20.9643 25.5074 25.6553 22.9808
Ccdc120 16.8962 20.4809 20.5411 15.7079 17.0484 18.3756 15.7687 16.7542 15.8157 14.5422 14.6766 13.9981
Ccdc121 0 0.194646 0.00740347 0.0137461 0.180889 0.0582838 0.0311435 0.309581 0.00693248 0 0.131375 0.00879045
Ccdc122 0.015166 0.0546374 0 0.021795 0.0227509 0.00801366 0.0163204 0.0213839 0.00752691 0 0 0.0160162
Ccdc123 8.75715 11.3803 11.3808 8.81264 9.73881 9.93918 8.8248 9.95397 9.10317 7.56295 9.52948 9.00928
Ccdc124 45.7735 29.8737 37.2016 38.7807 28.1797 48.1981 41.0582 34.5016 55.8648 51.9127 52.7638 72.323
Ccdc125 0.224847 0.350758 0.251753 0.269909 0.219896 0.274714 0.21432 0.249055 0.155182 0.219686 0.0893361 0.0701406
Ccdc126 2.41182 2.46362 2.86151 2.07597 2.25774 2.14564 2.2877 2.32889 2.32227 1.9894 2.15588 1.94213
Ccdc127 13.4758 12.4677 12.3636 14.1363 12.8347 11.9188 14.0455 12.014 11.4215 9.12359 7.2184 7.14814
Ccdc129 5.46839 4.5443 5.71586 2.17844 4.40605 3.44079 1.71324 2.22746 2.50456 1.23402 1.47721 1.57464
